stock,entry,sl,tp,rr,trend,volume,momentum,rsi,vwap,score,date,time,result
KNRCON,139.45,138.75,140.84,2.0,0.007,2.37,0.0078,67.4,138.55,95.58,2026-06-18,08:34,SL
KPRMILL,1113.55,1107.98,1124.69,2.0,0.0168,1.53,0.0105,69.1,1085.62,82.9,2026-06-18,08:34,TARGET
MMP,272.9,271.54,275.63,2.0,0.0161,4.18,0.0198,75.0,268.26,100.0,2026-06-18,08:35,SL
SAMMAANCAP,174.68,173.81,176.43,2.0,0.0036,2.66,0.0044,69.4,174.1,89.66,2026-06-18,08:38,SL
STEELCITY,79.5,79.1,80.3,2.0,0.0123,2.21,0.0109,65.0,78.5,93.22,2026-06-18,08:40,SL
APOLSINHOT,1375.0,1368.12,1388.75,2.0,0.0173,2.96,0.0093,68.8,1347.41,100.0,2026-06-18,08:49,SL
HEXATRADEX,163.99,163.17,165.63,2.0,0.0044,,0.0121,64.1,163.41,,2026-06-18,08:52,SL
SWSOLAR,222.2,221.09,224.42,2.0,0.0092,3.0,0.014,64.5,221.3,100.0,2026-06-18,08:58,SL
TEXINFRA,102.63,102.12,103.66,2.0,0.005,3.58,0.0062,59.4,102.07,99.77,2026-06-18,08:58,SL
TIMKEN,3591.0,3573.05,3626.91,2.0,0.0062,2.27,0.0083,68.9,3571.2,94.1,2026-06-18,08:58,SL
WHEELS,1548.7,1540.96,1564.19,2.0,0.0043,1.78,0.0049,66.7,1541.39,82.46,2026-06-18,08:59,SL
ABREL,1322.0,1315.39,1335.22,2.0,0.004,2.67,0.0032,66.2,1316.81,85.9,2026-06-18,12:19,SL
ADVAIT,2439.0,2426.8,2463.39,2.0,0.0036,2.96,0.0037,54.7,2429.3,86.33,2026-06-18,12:19,SL
ANDHRSUGAR,84.38,83.96,85.22,2.0,0.0067,1.8,0.0043,62.7,83.71,83.37,2026-06-18,12:20,TARGET
ARMANFIN,1696.1,1687.62,1713.06,2.0,0.0063,2.42,0.0074,51.4,1677.84,96.29,2026-06-18,12:20,SL
ATAM,71.98,71.62,72.7,2.0,0.0063,4.33,0.0032,70.2,71.7,91.03,2026-06-18,12:20,TARGET
AWHCL,471.7,469.34,476.42,2.0,0.0098,4.68,0.0058,74.8,466.99,100.0,2026-06-18,12:20,SL
BUILDPRO,1050.0,1044.75,1060.5,2.0,0.0062,3.1,0.0052,63.4,1035.92,100.0,2026-06-18,12:21,SL
EIFFL,353.08,351.31,356.61,2.0,0.0233,3.5,0.0032,74.5,341.98,90.91,2026-06-18,12:22,TARGET
ENRIN,3794.0,3775.03,3831.94,2.0,0.0036,2.59,0.0042,65.2,3767.58,87.91,2026-06-18,12:22,SL
FAZE3Q,584.85,581.93,590.7,2.0,0.0093,3.25,0.0084,69.8,579.18,100.0,2026-06-18,12:23,SL
GANESHHOU,766.5,762.67,774.16,2.0,0.0052,9.04,0.0041,72.6,761.58,95.3,2026-06-18,12:23,SL
GARFIBRES,700.0,696.5,707.0,2.0,0.0037,3.54,0.0045,72.6,697.53,90.94,2026-06-18,12:23,SL
GESHIP,1414.5,1407.43,1428.64,2.0,0.0025,4.36,0.0035,55.9,1410.17,79.64,2026-06-18,12:23,TARGET
GPTINFRA,122.67,122.06,123.9,2.0,0.0072,1.61,0.0048,63.2,119.88,82.88,2026-06-18,12:23,SL
HGM,53.5,53.23,54.04,2.0,0.0256,2.69,0.0368,56.9,52.04,100.0,2026-06-18,12:24,SL
HGS,429.35,427.2,433.64,2.0,0.0125,4.04,0.015,68.9,424.24,100.0,2026-06-18,12:24,SL
HIKAL,199.7,198.7,201.7,2.0,0.0136,2.96,0.0079,69.3,195.91,100.0,2026-06-18,12:24,SL
HIMATSEIDE,84.2,83.78,85.04,2.0,0.0152,1.87,0.0036,74.3,83.18,81.0,2026-06-18,12:24,SL
HUBTOWN,199.04,198.04,201.03,2.0,0.0061,11.52,0.0058,66.7,197.74,100.0,2026-06-18,12:24,SL
INDIAMART,2145.7,2134.97,2167.16,2.0,0.0094,4.75,0.0092,70.4,2111.43,100.0,2026-06-18,12:24,SL
JAGRAN,66.35,66.02,67.01,2.0,0.0044,3.3,0.0055,67.1,66.05,96.95,2026-06-18,12:25,SL
JGCHEM,440.85,438.65,445.26,2.0,0.0088,1.77,0.005,71.8,434.96,86.6,2026-06-18,12:25,SL
KIRLPNU,1835.0,1825.83,1853.35,2.0,0.007,2.53,0.0047,74.5,1831.78,96.17,2026-06-18,12:25,SL
KITEX,161.99,161.18,163.61,2.0,0.0045,2.83,0.0054,53.4,161.1,97.42,2026-06-18,12:25,SL
KOKUYOCMLN,87.78,87.34,88.66,2.0,0.0042,1.8,0.0032,51.4,87.32,74.13,2026-06-18,12:25,SL
KOVAI,5867.5,5838.16,5926.18,2.0,0.0067,9.48,0.0065,62.9,5832.19,100.0,2026-06-18,12:25,SL
LINDEINDIA,7298.0,7261.51,7370.98,2.0,0.0047,1.64,0.0038,68.8,7225.12,77.21,2026-06-18,12:26,SL
LMW,16720.0,16636.4,16887.2,2.0,0.0046,3.2,0.0032,64.4,16591.0,89.41,2026-06-18,12:26,SL
MUNJALAU,97.13,96.64,98.1,2.0,0.0042,4.34,0.004,62.5,96.9,91.12,2026-06-18,12:27,SL
NAM-INDIA,1167.4,1161.56,1179.07,2.0,0.0072,2.84,0.0035,72.7,1155.82,92.62,2026-06-18,12:27,TARGET
NOVARTIND,1364.3,1357.48,1377.94,2.0,0.0058,2.83,0.0061,70.0,1349.29,100.0,2026-06-18,12:27,SL
PILANIINVS,4440.7,4418.5,4485.11,2.0,0.0044,2.95,0.0068,65.5,4417.69,97.17,2026-06-18,12:28,SL
RALLIS,229.0,227.85,231.29,2.0,0.0042,3.63,0.0032,70.6,228.09,86.7,2026-06-18,12:28,SL
RBA,69.84,69.49,70.54,2.0,0.0032,11.47,0.0034,68.1,69.68,83.03,2026-06-18,12:28,SL
SANOFI,3374.0,3357.13,3407.74,2.0,0.0061,1.7,0.0044,66.7,3349.29,82.4,2026-06-18,12:29,SL
SHREDIGCEM,76.16,75.78,76.92,2.0,0.0046,1.66,0.0066,59.4,75.69,82.86,2026-06-18,12:29,SL
SRGHFL,277.7,276.31,280.48,2.0,0.0171,3.65,0.0285,52.8,270.5,100.0,2026-06-18,12:30,SL
STERTOOLS,244.88,243.66,247.33,2.0,0.009,5.69,0.0057,70.3,246.31,90.0,2026-06-18,12:30,SL
SYRMA,1352.0,1345.24,1365.52,2.0,0.0063,3.09,0.009,69.2,1335.45,100.0,2026-06-18,12:30,SL
TRIGYN,58.9,58.61,59.49,2.0,0.0191,4.51,0.0247,67.8,57.46,100.0,2026-06-18,12:31,SL
VERANDA,242.44,241.23,244.86,2.0,0.0048,4.42,0.0046,59.8,239.24,97.05,2026-06-18,12:31,SL
VGUARD,310.45,308.9,313.55,2.0,0.0031,2.85,0.0032,67.0,307.75,81.9,2026-06-18,12:31,SL
VLSFINANCE,242.5,241.29,244.93,2.0,0.0054,3.27,0.0041,61.8,240.93,95.7,2026-06-18,12:31,SL
WPIL,470.0,467.65,474.7,2.0,0.0045,1.67,0.0041,64.5,465.35,78.07,2026-06-18,12:32,SL
AADHARHFC,495.35,492.87,500.3,2.0,0.0048,1.74,0.0058,67.5,491.8,84.84,2026-06-19,09:06,TARGET
BEEKAY,420.0,417.9,424.2,2.0,0.0121,,0.0266,70.5,412.95,,2026-06-19,09:08,SL
COFORGE,1459.2,1451.9,1473.79,2.0,0.0053,1.61,0.0063,71.4,1435.89,84.22,2026-06-19,09:09,SL
DELTAMAGNT,63.0,62.69,63.63,2.0,0.0082,,0.0242,54.3,62.19,,2026-06-19,09:09,SL
DENORA,847.2,842.96,855.67,2.0,0.006,2.3,0.0094,56.9,842.28,94.5,2026-06-19,09:09,SL
DISAQ,12198.0,12137.01,12319.98,2.0,0.0035,,0.004,66.3,12115.72,,2026-06-19,09:10,TARGET
INDOAMIN,142.5,141.79,143.93,2.0,0.0145,2.8,0.0182,71.8,140.22,100.0,2026-06-19,09:12,TARGET
INDOFARM,150.59,149.84,152.1,2.0,0.0106,4.16,0.009,55.2,148.34,100.0,2026-06-19,09:12,SL
JASH,500.4,497.9,505.4,2.0,0.0043,3.17,0.0066,59.7,498.01,96.35,2026-06-19,09:13,TARGET
KAMAHOLD,2650.2,2636.95,2676.7,2.0,0.0135,14.24,0.0152,62.1,2637.16,100.0,2026-06-19,09:13,SL
LOTUSDEV,142.62,141.91,144.05,2.0,0.009,2.29,0.0137,68.8,141.32,94.32,2026-06-19,09:14,TARGET
OBCL,57.89,57.6,58.47,2.0,0.0134,,0.0147,62.7,56.01,,2026-06-19,09:16,SL
PNBGILTS,91.0,90.55,91.91,2.0,0.003,1.88,0.0036,71.6,90.69,71.32,2026-06-19,09:17,TARGET
RVTH,709.0,705.46,716.09,2.0,0.0068,,0.0057,66.0,704.21,,2026-06-19,09:18,SL
SHIVATEX,151.99,151.23,153.51,2.0,0.0104,,0.0154,50.5,150.49,,2026-06-19,09:18,SL
SKFINDUS,2667.0,2653.66,2693.67,2.0,0.0127,2.91,0.0114,68.7,2598.45,100.0,2026-06-19,09:19,SL
SMLMAH,4080.4,4060.0,4121.2,2.0,0.003,1.85,0.0044,60.8,4071.17,74.8,2026-06-19,09:19,SL
SUKHJITS,172.0,171.14,173.72,2.0,0.0031,,0.0081,51.8,171.58,,2026-06-19,09:19,SL
TARMAT,52.38,52.12,52.9,2.0,0.0069,,0.0075,59.2,51.91,,2026-06-19,09:19,SL
TATAELXSI,4036.1,4015.92,4076.46,2.0,0.0033,1.8,0.0039,72.4,3993.75,73.06,2026-06-19,09:19,TARGET
360ONE,1150.0,1144.25,1161.5,2.0,0.0064,1.82,0.006,72.9,1139.54,87.26,2026-06-19,12:42,SL
AFFLE,1473.0,1465.63,1487.73,2.0,0.004,3.74,0.0077,54.3,1464.27,95.14,2026-06-19,12:42,TARGET
AGARIND,551.5,548.74,557.01,2.0,0.0075,2.59,0.0075,63.0,545.81,98.86,2026-06-19,12:42,SL
AIIL,545.0,542.27,550.45,2.0,0.011,2.99,0.0031,68.6,539.55,90.65,2026-06-19,12:42,SL
ALLDIGI,825.1,820.97,833.35,2.0,0.0121,3.99,0.0124,58.7,812.74,100.0,2026-06-19,12:43,SL
ANANDRATHI,1880.0,1870.6,1898.8,2.0,0.0095,2.73,0.0102,71.2,1855.22,100.0,2026-06-19,12:43,SL
APOLSINHOT,1378.4,1371.51,1392.18,2.0,0.0069,2.5,0.0091,59.1,1369.17,97.53,2026-06-19,12:43,SL
ARKADE,115.0,114.42,116.15,2.0,0.0086,6.55,0.0058,69.2,114.13,100.0,2026-06-19,12:43,TARGET
ASAL,513.4,510.83,518.53,2.0,0.0094,3.12,0.009,58.8,508.58,100.0,2026-06-19,12:43,TARGET
ASIANENE,370.0,368.15,373.7,2.0,0.0116,4.53,0.0097,71.6,367.89,100.0,2026-06-19,12:43,SL
AUTOAXLES,1793.3,1784.33,1811.23,2.0,0.0057,5.01,0.0075,66.4,1787.01,100.0,2026-06-19,12:43,SL
AWHCL,476.85,474.47,481.62,2.0,0.0075,1.87,0.0062,59.3,471.36,88.06,2026-06-19,12:43,SL
BAJAJELEC,326.95,325.32,330.22,2.0,0.0053,4.07,0.0052,60.3,325.72,100.0,2026-06-19,12:43,TARGET
BALKRISIND,2254.0,2242.73,2276.54,2.0,0.0079,2.24,0.0053,70.5,2234.0,93.53,2026-06-19,12:43,SL
BANCOINDIA,666.0,662.67,672.66,2.0,0.0051,3.41,0.0032,63.3,664.34,90.82,2026-06-19,12:43,TARGET
BANSALWIRE,307.45,305.91,310.52,2.0,0.0037,3.3,0.0047,61.2,306.33,92.38,2026-06-19,12:43,SL
BAYERCROP,4288.0,4266.56,4330.88,2.0,0.0061,2.13,0.0048,66.3,4258.65,90.66,2026-06-19,12:43,SL
BLISSGVS,486.0,483.57,490.86,2.0,0.0053,3.45,0.0036,65.2,484.63,93.07,2026-06-19,12:44,SL
BLS,269.2,267.85,271.89,2.0,0.0112,2.97,0.0065,72.9,265.44,100.0,2026-06-19,12:44,SL
BLUESTONE,524.05,521.43,529.29,2.0,0.0044,4.6,0.0032,66.9,518.34,87.58,2026-06-19,12:44,SL
BOROLTD,232.0,230.84,234.32,2.0,0.0085,1.62,0.0056,68.7,229.85,84.29,2026-06-19,12:44,TARGET
CEWATER,350.55,348.8,354.06,2.0,0.0033,2.54,0.0073,58.4,348.19,89.48,2026-06-19,12:44,SL
CRAMC,256.9,255.62,259.47,2.0,0.0107,3.49,0.0117,69.2,254.32,100.0,2026-06-19,12:44,TARGET
DIXON,12571.0,12508.15,12696.71,2.0,0.0055,1.98,0.0052,66.3,12485.34,89.7,2026-06-19,12:45,SL
DOLATALGO,76.95,76.57,77.72,2.0,0.0039,3.58,0.0042,56.4,76.51,90.45,2026-06-19,12:45,TARGET
DOMS,2284.0,2272.58,2306.84,2.0,0.008,2.36,0.0059,72.5,2263.27,95.39,2026-06-19,12:45,SL
EIDPARRY,707.95,704.41,715.03,2.0,0.006,2.39,0.0062,70.6,703.63,95.87,2026-06-19,12:45,TARGET
ELIN,106.47,105.94,107.53,2.0,0.0031,5.85,0.0034,51.2,106.11,82.54,2026-06-19,12:45,TARGET
EPL,231.0,229.84,233.31,2.0,0.0098,4.03,0.0125,74.6,229.03,100.0,2026-06-19,12:45,SL
FORCEMOT,18718.0,18624.41,18905.18,2.0,0.0081,2.42,0.0055,70.4,18585.84,96.3,2026-06-19,12:45,TARGET
FRACTAL,968.0,963.16,977.68,2.0,0.0071,2.74,0.0094,73.9,963.02,100.0,2026-06-19,12:45,TARGET
HAPPSTMNDS,346.5,344.77,349.96,2.0,0.0028,4.19,0.0046,54.3,344.79,87.19,2026-06-19,12:46,TARGET
HDFCLIFE,593.8,590.83,599.74,2.0,0.006,2.15,0.0031,71.0,588.87,82.93,2026-06-19,12:46,TARGET
HONAUT,37600.0,37412.0,37976.0,2.0,0.0034,4.21,0.0035,60.4,37459.15,84.5,2026-06-19,12:46,TARGET
IEX,123.19,122.57,124.42,2.0,0.0039,3.05,0.0032,65.7,122.73,85.14,2026-06-19,12:46,TARGET
IGARASHI,418.0,415.91,422.18,2.0,0.0124,2.37,0.0167,67.7,408.64,95.54,2026-06-19,12:46,TARGET
IKIO,162.92,162.11,164.55,2.0,0.007,1.9,0.0082,69.4,161.82,88.51,2026-06-19,12:47,TARGET
INOXINDIA,1936.0,1926.32,1955.36,2.0,0.0083,2.57,0.0095,57.6,1906.31,98.49,2026-06-19,12:47,SL
INOXWIND,91.11,90.65,92.02,2.0,0.0076,2.91,0.0035,71.7,90.43,92.62,2026-06-19,12:47,TARGET
IREDA,127.69,127.05,128.97,2.0,0.005,2.9,0.0039,65.2,127.11,94.26,2026-06-19,12:47,TARGET
JAYAGROGN,219.8,218.7,222.0,2.0,0.0061,1.98,0.0105,56.3,218.37,89.76,2026-06-19,12:47,TARGET
JPOLYINVST,1096.0,1090.52,1106.96,2.0,0.0046,5.17,0.0057,54.9,1090.92,97.78,2026-06-19,12:47,TARGET
JSWSTEEL,1295.0,1288.53,1307.95,2.0,0.0047,3.0,0.006,65.5,1288.34,98.75,2026-06-19,12:47,SL
JTEKTINDIA,137.7,137.01,139.08,2.0,0.0043,5.19,0.0053,59.3,137.28,96.35,2026-06-19,12:47,SL
KABRAEXTRU,239.51,238.31,241.91,2.0,0.0109,3.97,0.0166,70.9,236.78,100.0,2026-06-19,12:47,SL
KFINTECH,917.55,912.96,926.73,2.0,0.0032,2.34,0.0043,51.4,909.48,82.74,2026-06-19,12:47,TARGET
KIRLPNU,1970.0,1960.15,1989.7,2.0,0.017,2.49,0.0093,73.1,1933.81,97.28,2026-06-19,12:47,TARGET
KKCL,493.5,491.03,498.44,2.0,0.0069,2.3,0.0058,56.2,490.17,94.43,2026-06-19,12:47,TARGET
KNRCON,141.57,140.86,142.99,2.0,0.0081,5.2,0.006,60.2,140.67,100.0,2026-06-19,12:48,SL
KSB,907.7,903.16,916.78,2.0,0.0082,5.58,0.0088,74.3,897.27,100.0,2026-06-19,12:48,SL
LLOYDSME,1772.2,1763.34,1789.92,2.0,0.0021,2.74,0.0039,54.0,1764.87,79.88,2026-06-19,12:48,TARGET
MAMATA,370.0,368.15,373.7,2.0,0.004,4.0,0.0038,62.7,367.68,89.08,2026-06-19,12:48,SL
MARKOLINES,171.5,170.64,173.22,2.0,0.0081,6.58,0.0103,66.8,170.1,100.0,2026-06-19,12:48,TARGET
MASTERTR,78.99,78.6,79.78,2.0,0.005,5.48,0.0038,60.6,78.73,94.06,2026-06-19,12:48,TARGET
METROBRAND,1040.5,1035.3,1050.9,2.0,0.006,2.45,0.0045,60.0,1034.37,94.5,2026-06-19,12:48,SL
MOSCHIP,213.45,212.38,215.58,2.0,0.0041,4.11,0.0036,56.6,212.8,88.78,2026-06-19,12:49,TARGET
NOVARTIND,1388.9,1381.96,1402.79,2.0,0.0033,4.02,0.0031,52.1,1383.28,81.9,2026-06-19,12:49,TARGET
NRBBEARING,428.25,426.11,432.53,2.0,0.0047,5.11,0.0033,66.5,426.8,89.76,2026-06-19,12:49,TARGET
NSIL,5750.0,5721.25,5807.5,2.0,0.0066,3.62,0.0045,66.7,5715.85,97.27,2026-06-19,12:49,TARGET
NTPCGREEN,96.4,95.92,97.36,2.0,0.0046,3.34,0.0055,65.4,95.75,98.07,2026-06-19,12:49,TARGET
NUCLEUS,785.35,781.42,793.2,2.0,0.0041,6.74,0.0056,65.8,783.09,95.48,2026-06-19,12:49,TARGET
OLECTRA,1528.0,1520.36,1543.28,2.0,0.0083,2.48,0.0086,55.5,1507.72,97.15,2026-06-19,12:49,TARGET
PPL,261.5,260.19,264.12,2.0,0.0077,4.49,0.0101,56.9,259.25,100.0,2026-06-19,12:50,SL
REPRO,370.5,368.65,374.2,2.0,0.0039,6.99,0.0042,56.5,368.73,90.39,2026-06-19,12:50,TARGET
RPPINFRA,64.59,64.27,65.24,2.0,0.0079,3.49,0.0133,51.9,64.05,100.0,2026-06-19,12:50,SL
SAMBHV,110.0,109.45,111.1,2.0,0.0067,4.56,0.0077,65.4,109.23,100.0,2026-06-19,12:51,TARGET
SANSTAR,117.0,116.42,118.17,2.0,0.0131,4.74,0.0069,73.3,115.22,100.0,2026-06-19,12:51,TARGET
SAPPHIRE,188.0,187.06,189.88,2.0,0.0035,1.96,0.004,60.8,186.64,76.51,2026-06-19,12:51,SL
SARDAEN,526.65,524.02,531.92,2.0,0.0065,3.16,0.0088,54.6,522.55,100.0,2026-06-19,12:51,TARGET
SAURASHCEM,58.79,58.5,59.38,2.0,0.007,3.14,0.0074,62.6,58.63,100.0,2026-06-19,12:51,SL
SBICARD,618.8,615.71,624.99,2.0,0.0054,1.68,0.0032,69.7,615.98,76.05,2026-06-19,12:51,TARGET
SCHAEFFLER,4345.0,4323.27,4388.45,2.0,0.0074,1.84,0.0037,60.0,4300.44,81.19,2026-06-19,12:51,TARGET
SEAMECLTD,1370.0,1363.15,1383.7,2.0,0.0034,2.82,0.0037,71.1,1361.62,85.27,2026-06-19,12:51,SL
SESHAPAPER,225.76,224.63,228.02,2.0,0.0048,2.9,0.0033,71.5,225.76,90.56,2026-06-19,12:51,SL
SHADOWFAX,224.4,223.28,226.64,2.0,0.0192,5.91,0.0203,74.7,219.08,100.0,2026-06-19,12:51,SL
SIKA,1101.0,1095.49,1112.01,2.0,0.0151,2.46,0.0222,53.8,1081.91,96.84,2026-06-19,12:51,TARGET
SKYGOLD,512.0,509.44,517.12,2.0,0.0067,3.26,0.005,68.4,509.67,100.0,2026-06-19,12:51,TARGET
STEELCAS,294.0,292.53,296.94,2.0,0.0035,1.95,0.0034,60.0,292.97,74.0,2026-06-19,12:51,SL
STUDDS,480.8,478.4,485.61,2.0,0.0046,2.97,0.0044,57.0,478.88,95.07,2026-06-19,12:51,SL
SUNDARMFIN,4499.0,4476.51,4543.99,2.0,0.0054,2.12,0.0065,60.6,4470.65,91.83,2026-06-19,12:51,TARGET
SUNTV,522.8,520.19,528.03,2.0,0.0043,2.52,0.0034,63.2,521.05,85.87,2026-06-19,12:52,SL
SURYAROSNI,267.25,265.91,269.92,2.0,0.0072,7.11,0.0066,60.1,264.8,100.0,2026-06-19,12:52,TARGET
SWARAJENG,3938.0,3918.31,3977.38,2.0,0.0047,3.58,0.0048,65.3,3909.56,97.85,2026-06-19,12:52,TARGET
SYRMA,1339.0,1332.31,1352.39,2.0,0.0092,1.9,0.0071,67.3,1327.2,88.54,2026-06-19,12:52,TARGET
TALBROAUTO,362.0,360.19,365.62,2.0,0.0052,1.8,0.0056,64.1,359.4,86.98,2026-06-19,12:52,TARGET
TARSONS,265.5,264.17,268.16,2.0,0.0132,4.24,0.0149,73.8,261.15,100.0,2026-06-19,12:52,SL
TEJASNET,635.0,631.83,641.35,2.0,0.0091,1.62,0.0087,65.8,626.8,84.23,2026-06-19,12:52,TARGET
TENNIND,604.0,600.98,610.04,2.0,0.0362,2.36,0.0434,74.9,583.18,95.36,2026-06-19,12:52,SL
TIMEX,521.5,518.89,526.72,2.0,0.0153,5.57,0.0048,61.2,508.2,99.08,2026-06-19,12:52,SL
TNPL,145.99,145.26,147.45,2.0,0.0059,4.18,0.005,73.8,145.06,99.78,2026-06-19,12:52,TARGET
TRANSPEK,1012.1,1007.04,1022.22,2.0,0.0083,1.83,0.0031,57.2,997.67,77.87,2026-06-19,12:52,SL
UCAL,106.6,106.07,107.67,2.0,0.0139,1.77,0.0104,61.9,104.38,86.58,2026-06-19,12:52,TARGET
VIJAYA,1390.0,1383.05,1403.9,2.0,0.0245,2.08,0.0156,72.2,1351.78,91.2,2026-06-19,12:53,SL
VINDHYATEL,2394.1,2382.13,2418.04,2.0,0.0178,3.4,0.0193,67.6,2332.57,100.0,2026-06-19,12:53,TARGET
WALCHANNAG,314.8,313.23,317.95,2.0,0.0129,4.88,0.0087,66.8,309.5,100.0,2026-06-19,12:53,SL
WEWORK,633.8,630.63,640.14,2.0,0.0071,5.99,0.0063,54.1,630.47,100.0,2026-06-19,12:53,SL
YASHO,2890.0,2875.55,2918.9,2.0,0.0145,2.03,0.0075,67.9,2826.69,90.47,2026-06-19,12:53,SL
ACE,1010.0,1004.95,1020.1,2.0,0.0047,1.91,0.0032,67.2,998.51,77.75,2026-06-22,09:33,TARGET
AEGISVOPAK,245.8,244.57,248.26,2.0,0.008,1.89,0.0056,74.3,242.08,88.31,2026-06-22,09:33,SL
EVERESTIND,393.25,391.28,397.18,2.0,0.0126,5.16,0.0135,69.6,388.79,100.0,2026-06-22,09:36,TARGET
GREENPLY,296.49,295.01,299.45,2.0,0.0034,2.39,0.0032,54.5,292.64,78.99,2026-06-22,09:37,SL
GUJALKALI,655.9,652.62,662.46,2.0,0.0092,1.85,0.0088,72.4,647.17,87.76,2026-06-22,09:37,SL
HINDZINC,575.15,572.27,580.9,2.0,0.0087,2.72,0.0062,74.5,567.92,100.0,2026-06-22,09:37,SL
KOKUYOCMLN,91.75,91.29,92.67,2.0,0.0103,2.52,0.0138,62.3,90.76,97.79,2026-06-22,09:38,SL
KSOLVES,299.35,297.85,302.34,2.0,0.0056,2.89,0.0071,62.8,297.75,100.0,2026-06-22,09:38,SL
LODHA,926.3,921.67,935.56,2.0,0.0036,3.06,0.0034,71.4,923.65,84.84,2026-06-22,09:39,TARGET
MAFATIND,141.52,140.81,142.94,2.0,0.0084,1.84,0.0083,72.3,139.78,87.58,2026-06-22,09:39,SL
MAZDOCK,2539.2,2526.5,2564.59,2.0,0.0038,1.63,0.003,70.3,2531.1,68.48,2026-06-22,09:39,SL
MSTCLTD,692.5,689.04,699.42,2.0,0.0056,3.57,0.006,68.0,688.36,100.0,2026-06-22,09:39,SL
ORICONENT,57.0,56.71,57.57,2.0,0.0042,2.03,0.008,54.3,56.49,86.5,2026-06-22,09:40,SL
ORIENTLTD,71.8,71.44,72.52,2.0,0.0103,,0.0077,65.5,70.97,,2026-06-22,09:40,SL
PNBGILTS,92.7,92.24,93.63,2.0,0.0049,4.38,0.0035,66.7,92.75,91.99,2026-06-22,09:40,TARGET
SHREYANIND,138.9,138.21,140.29,2.0,0.0047,,0.0131,53.6,137.68,,2026-06-22,09:42,SL
TRANSRAILL,519.0,516.4,524.19,2.0,0.0053,2.02,0.0044,68.7,514.99,87.06,2026-06-22,09:43,TARGET
UNITDSPR,1345.1,1338.37,1358.55,2.0,0.0034,3.31,0.0053,69.0,1336.63,91.77,2026-06-22,09:43,SL
VIYASH,271.75,270.39,274.47,2.0,0.0049,3.14,0.0046,65.1,267.39,97.74,2026-06-22,09:44,TARGET
WABAG,2055.6,2045.32,2076.16,2.0,0.0029,1.71,0.0049,50.6,2039.25,74.76,2026-06-22,09:44,SL
ADANIENT,3058.2,3042.91,3088.78,2.0,0.0032,1.51,0.0037,68.4,3036.09,67.3,2026-06-22,09:49,TARGET
AJAXENGG,567.95,565.11,573.63,2.0,0.0024,1.87,0.0037,55.4,563.51,68.69,2026-06-22,09:49,TARGET
ALLTIME,244.73,243.51,247.18,2.0,0.0046,2.9,0.0037,74.1,244.17,91.72,2026-06-22,09:49,SL
AMAGI,533.15,530.48,538.48,2.0,0.0133,3.61,0.0155,73.4,520.79,100.0,2026-06-22,09:49,SL
ANANDRATHI,1919.9,1910.3,1939.1,2.0,0.0036,2.51,0.0031,58.2,1917.01,81.34,2026-06-22,09:49,TARGET
GEECEE,359.0,357.2,362.59,2.0,0.0221,3.35,0.0259,64.0,352.25,100.0,2026-06-22,09:53,SL
HEG,537.3,534.61,542.67,2.0,0.0057,1.79,0.0075,74.4,534.4,86.86,2026-06-22,09:54,SL
HGM,54.48,54.21,55.02,2.0,0.0152,,0.0052,73.2,53.47,,2026-06-22,09:54,SL
HINDWAREAP,251.7,250.44,254.22,2.0,0.0032,2.32,0.0045,59.8,250.64,83.77,2026-06-22,09:55,SL
MIDWESTLTD,1303.5,1296.98,1316.54,2.0,0.0046,2.62,0.0042,68.0,1293.44,93.39,2026-06-22,09:58,SL
MOREPENLAB,50.3,50.05,50.8,2.0,0.0051,1.81,0.0076,66.7,50.25,87.15,2026-06-22,09:58,TARGET
NATHBIOGEN,168.85,168.01,170.54,2.0,0.0047,2.29,0.0066,62.7,166.82,92.92,2026-06-22,09:58,SL
PAISALO,59.32,59.02,59.91,2.0,0.0066,5.56,0.0036,68.3,58.9,92.76,2026-06-22,09:59,SL
PANACHE,444.15,441.93,448.59,2.0,0.0053,3.56,0.0055,59.4,440.56,100.0,2026-06-22,09:59,SL
PDSL,350.0,348.25,353.5,2.0,0.0183,6.98,0.0169,74.1,342.9,100.0,2026-06-22,09:59,SL
PONNIERODE,327.0,325.37,330.27,2.0,0.0107,5.41,0.0093,68.4,324.74,100.0,2026-06-22,09:59,SL
PRAVEG,236.25,235.07,238.61,2.0,0.0137,1.73,0.0166,73.9,233.54,85.88,2026-06-22,10:00,TARGET
PROSTARM,142.9,142.19,144.33,2.0,0.0068,3.97,0.0044,64.3,141.37,97.14,2026-06-22,10:00,SL
PRUDENT,3110.0,3094.45,3141.1,2.0,0.0068,9.11,0.0103,56.5,3080.87,100.0,2026-06-22,10:00,SL
PSPPROJECT,968.05,963.21,977.73,2.0,0.0037,2.37,0.0038,65.4,962.47,83.15,2026-06-22,10:00,TARGET
PVRINOX,981.0,976.1,990.81,2.0,0.0038,1.77,0.0067,56.3,969.88,80.37,2026-06-22,10:00,SL
QMSMEDI,107.9,107.36,108.98,2.0,0.0045,1.85,0.0037,55.0,107.37,78.62,2026-06-22,10:00,TARGET
RUSTOMJEE,394.55,392.58,398.5,2.0,0.0036,2.71,0.0042,52.7,391.5,88.78,2026-06-22,10:01,SL
SFL,746.0,742.27,753.46,2.0,0.0068,1.94,0.0074,64.0,732.25,89.09,2026-06-22,10:01,SL
