SYMBOL,VOLUME,%CHNG
TARSONS,1000000,0.0
TASTYBITE,1000000,0.0
TATACAP,1000000,0.0
TATACHEM,1000000,0.0
TATACOMM,1000000,0.0
TATACONSUM,1000000,0.0
TATAELXSI,1000000,0.0
TATAINVEST,1000000,0.0
TATAPOWER,1000000,0.0
TATASTEEL,1000000,0.0
TATATECH,1000000,0.0
TATVA,1000000,0.0
TBOTEK,1000000,0.0
TBZ,1000000,0.0
TCI,1000000,0.0
TCIEXP,1000000,0.0
TCPLPACK,1000000,0.0
TCS,1000000,0.0
TDPOWERSYS,1000000,0.0
TEAMGTY,1000000,0.0
TEAMLEASE,1000000,0.0
TECHM,1000000,0.0
TECHNOE,1000000,0.0
TECILCHEM,1000000,0.0
TEGA,1000000,0.0
TEJASNET,1000000,0.0
TEMBO,1000000,0.0
TENNIND,1000000,0.0
TEXINFRA,1000000,0.0
TEXMOPIPES,1000000,0.0
TEXRAIL,1000000,0.0
TFCILTD,1000000,0.0
TFL,1000000,0.0
TGBHOTELS,1000000,0.0
THANGAMAYL,1000000,0.0
THEINVEST,1000000,0.0
THEJO,1000000,0.0
THELEELA,1000000,0.0
THEMISMED,1000000,0.0
THERMAX,1000000,0.0
THOMASCOOK,1000000,0.0
THOMASCOTT,1000000,0.0
THYROCARE,1000000,0.0
TI,1000000,0.0
TIGERLOGS,1000000,0.0
TIIL,1000000,0.0
TIINDIA,1000000,0.0
TIJARIA,1000000,0.0
TIL,1000000,0.0
TIMETECHNO,1000000,0.0
TIMKEN,1000000,0.0
TINNARUBR,1000000,0.0
TIPSFILMS,1000000,0.0
TIPSMUSIC,1000000,0.0
TIRUMALCHM,1000000,0.0
TIRUPATIFL,1000000,0.0
TITAGARH,1000000,0.0
TITAN,1000000,0.0
TMB,1000000,0.0
TMCV,1000000,0.0
TMPV,1000000,0.0
TNPETRO,1000000,0.0
TNPL,1000000,0.0
TNTELE,1000000,0.0
TOKYOPLAST,1000000,0.0
TOLINS,1000000,0.0
TORNTPHARM,1000000,0.0
TORNTPOWER,1000000,0.0
TOTAL,1000000,0.0
TOUCHWOOD,1000000,0.0
TPHQ,1000000,0.0
TPLPLASTEH,1000000,0.0
TRACXN,1000000,0.0
TRANSRAILL,1000000,0.0
TRANSWORLD,1000000,0.0
TRAVELFOOD,1000000,0.0
TREEHOUSE,1000000,0.0
TREL,1000000,0.0
TRENT,1000000,0.0
TRF,1000000,0.0
TRIDENT,1000000,0.0
TRIGYN,1000000,0.0
TRITURBINE,1000000,0.0
TRIVENI,1000000,0.0
TRU,1000000,0.0
TRUALT,1000000,0.0
TSFINV,1000000,0.0
TTKHLTCARE,1000000,0.0
TTKPRESTIG,1000000,0.0
TTL,1000000,0.0
TTML,1000000,0.0
TVSHLTD,1000000,0.0
TVSMOTOR,1000000,0.0
TVSSCS,1000000,0.0
TVSSRICHAK,1000000,0.0
TVTODAY,1000000,0.0
UBL,1000000,0.0
UCAL,1000000,0.0
UCOBANK,1000000,0.0
UDS,1000000,0.0
UFBL,1000000,0.0
UFLEX,1000000,0.0
UFO,1000000,0.0
UGARSUGAR,1000000,0.0
UGROCAP,1000000,0.0
UJJIVANSFB,1000000,0.0
ULTRACEMCO,1000000,0.0
UMAEXPORTS,1000000,0.0
UMESLTD,1000000,0.0
UMIYA-MRO,1000000,0.0
UNICHEMLAB,1000000,0.0
UNIDT,1000000,0.0
UNIECOM,1000000,0.0
UNIENTER,1000000,0.0
UNIINFO,1000000,0.0
UNIMECH,1000000,0.0
UNIONBANK,1000000,0.0
UNIPARTS,1000000,0.0
UNITDSPR,1000000,0.0
UNITECH,1000000,0.0
UNITEDTEA,1000000,0.0
UNIVASTU,1000000,0.0
UNIVCABLES,1000000,0.0
UNIVPHOTO,1000000,0.0
UNOMINDA,1000000,0.0
UPL,1000000,0.0
URAVIDEF,1000000,0.0
URBANCO,1000000,0.0
URJA,1000000,0.0
USHAMART,1000000,0.0
USK,1000000,0.0
UTIAMC,1000000,0.0
UTKARSHBNK,1000000,0.0
UTLSOLAR,1000000,0.0
UTTAMSUGAR,1000000,0.0
V2RETAIL,1000000,0.0
VADILALIND,1000000,0.0
VAIBHAVGBL,1000000,0.0
VAISHALI,1000000,0.0
VAKRANGEE,1000000,0.0
VALIANTLAB,1000000,0.0
VALIANTORG,1000000,0.0
VARDHACRLC,1000000,0.0
VARDMNPOLY,1000000,0.0
VARROC,1000000,0.0
VASCONEQ,1000000,0.0
VASWANI,1000000,0.0
VBL,1000000,0.0
VEDL,1000000,0.0
VEEDOL,1000000,0.0
VENKEYS,1000000,0.0
VENTIVE,1000000,0.0
VENUSPIPES,1000000,0.0
VERANDA,1000000,0.0
VERTOZ,1000000,0.0
VESUVIUS,1000000,0.0
VETO,1000000,0.0
VGL,1000000,0.0
VGUARD,1000000,0.0
VHL,1000000,0.0
VIDHIING,1000000,0.0
VIDYAWIRES,1000000,0.0
VIJAYA,1000000,0.0
VIJIFIN,1000000,0.0
VIKASECO,1000000,0.0
VIKASLIFE,1000000,0.0
VIKRAMSOLR,1000000,0.0
VIKRAN,1000000,0.0
VIMTALABS,1000000,0.0
VINATIORGA,1000000,0.0
VINCOFE,1000000,0.0
VINDHYATEL,1000000,0.0
VINEETLAB,1000000,0.0
VINNY,1000000,0.0
VINYLINDIA,1000000,0.0
VIPCLOTHNG,1000000,0.0
VIPIND,1000000,0.0
VIRINCHI,1000000,0.0
VISAKAIND,1000000,0.0
VISHNU,1000000,0.0
VISHWARAJ,1000000,0.0
VIVIDHA,1000000,0.0
VIVIMEDLAB,1000000,0.0
VLEGOV,1000000,0.0
VLSFINANCE,1000000,0.0
VMART,1000000,0.0
VMM,1000000,0.0
VMSTMT,1000000,0.0
VOLTAMP,1000000,0.0
VOLTAS,1000000,0.0
VPRPL,1000000,0.0
VRAJ,1000000,0.0
VRLLOG,1000000,0.0
VSSL,1000000,0.0
VSTIND,1000000,0.0
VSTL,1000000,0.0
VSTTILLERS,1000000,0.0
VTL,1000000,0.0
WAAREEENER,1000000,0.0
WAAREERTL,1000000,0.0
WABAG,1000000,0.0
WAKEFIT,1000000,0.0
WALCHANNAG,1000000,0.0
WANBURY,1000000,0.0
WCIL,1000000,0.0
WEALTH,1000000,0.0
WEBELSOLAR,1000000,0.0
WEIZMANIND,1000000,0.0
WEL,1000000,0.0
WELCORP,1000000,0.0
WELENT,1000000,0.0
WELINV,1000000,0.0
WELSPUNLIV,1000000,0.0
WENDT,1000000,0.0
WESTLIFE,1000000,0.0
WEWORK,1000000,0.0
WHEELS,1000000,0.0
WHIRLPOOL,1000000,0.0
WILLAMAGOR,1000000,0.0
WINDLAS,1000000,0.0
WINDMACHIN,1000000,0.0
WIPL,1000000,0.0
WIPRO,1000000,0.0
WOCKPHARMA,1000000,0.0
WONDERLA,1000000,0.0
WORTHPERI,1000000,0.0
WSI,1000000,0.0
WSTCSTPAPR,1000000,0.0
XCHANGING,1000000,0.0
XPROINDIA,1000000,0.0
XTGLOBAL,1000000,0.0
YASHO,1000000,0.0
YATHARTH,1000000,0.0
YATRA,1000000,0.0
YESBANK,1000000,0.0
YUKEN,1000000,0.0
ZAGGLE,1000000,0.0
ZEEL,1000000,0.0
ZEELEARN,1000000,0.0
ZEEMEDIA,1000000,0.0
ZENITHEXPO,1000000,0.0
ZENITHSTL,1000000,0.0
ZENSARTECH,1000000,0.0
ZENTEC,1000000,0.0
ZFCVINDIA,1000000,0.0
ZIMLAB,1000000,0.0
ZODIAC,1000000,0.0
ZODIACLOTH,1000000,0.0
ZOTA,1000000,0.0
ZUARI,1000000,0.0
ZUARIIND,1000000,0.0
ZYDUSLIFE,1000000,0.0
ZYDUSWELL,1000000,0.0
